date,time,match_name,meeting_code,event_id,event_name,selection_number,selection_name,result_position,win_amount,last_odd
2026-06-24,14:56:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-24-283985-3164,150820531,2nd Innings 1st Wicket,4,Other,1,1.94,47/50
2026-06-24,14:56:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-24-283985-3164,150820532,1st Innings 1st Ball Outcome,5,No-Ball,1,15.0,14/1
2026-06-24,14:56:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-24-283985-3164,150820533,2nd Innings 1st Ball Outcome,3,Wicket,1,5.61,461/100
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821030,Match Result,1,Mumbai wins the match,1,1.72,18/25
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821031,Total Match Runs Over/Under (20.5),2,Under,1,2.44,36/25
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821032,Total Match 4s Over/Under (2.5),2,Under,1,1.32,8/25
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821033,Total Match 6s Over/Under (2.5),2,Under,1,1.14,7/50
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821034,Innings most 4s,2,Same for both Innings,1,2.2,6/5
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821035,Innings most 6s,2,Same for both Innings,1,1.82,41/50
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821036,Total Match Boundaries,2,2-3,1,1.74,37/50
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821037,Run-Out in the Match,1,Yes,1,1.83,83/100
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821038,Total Match Wickets Over/Under (2.5),1,Over,1,1.9,9/10
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821039,1st Innings Runs Over/Under (15.5),2,Under,1,1.33,33/100
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821040,1st Innings 4s Over/Under (0.5),1,Over,1,1.12,3/25
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821041,1st Innings 6s Over/Under (1.5),2,Under,1,1.12,3/25
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821042,1st Innings 1st Wicket,2,Bowled,1,4.33,333/100
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821043,2nd Innings 1st Wicket,4,Other,1,1.96,24/25
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821044,1st Innings 1st Ball Outcome,3,Wicket,1,5.93,493/100
2026-06-24,15:00:00,Super Over Mumbai v Chennai,KIRON4-2026-06-24-283986-3165,150821045,2nd Innings 1st Ball Outcome,2,Runs,1,1.66,33/50
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821228,Match Result,2,Delhi wins the match,1,1.59,59/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821229,Total Match Runs Over/Under (20.5),2,Under,1,2.41,141/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821230,Total Match 4s Over/Under (2.5),2,Under,1,1.31,31/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821231,Total Match 6s Over/Under (2.5),2,Under,1,1.13,13/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821232,Innings most 4s,3,2nd Innings,1,2.86,93/50
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821233,Innings most 6s,2,Same for both Innings,1,1.81,81/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821234,Total Match Boundaries,2,2-3,1,1.72,18/25
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821235,Run-Out in the Match,1,Yes,1,1.82,41/50
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821236,Total Match Wickets Over/Under (2.5),2,Under,1,1.63,63/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821237,1st Innings Runs Over/Under (15.5),2,Under,1,1.29,29/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821238,1st Innings 4s Over/Under (0.5),2,Under,1,3.91,291/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821239,1st Innings 6s Over/Under (1.5),2,Under,1,1.09,9/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821240,1st Innings 1st Wicket,4,Other,1,2.01,101/100
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821241,2nd Innings 1st Wicket,3,Caught,1,4.15,63/20
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821242,1st Innings 1st Ball Outcome,1,No Runs,1,5.66,233/50
2026-06-24,15:04:00,Super Over Gujarat v Delhi,KIRON4-2026-06-24-283987-3166,150821243,2nd Innings 1st Ball Outcome,2,Runs,1,1.72,18/25
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821371,Match Result,1,Rajasthan wins the match,1,1.78,39/50
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821372,Total Match Runs Over/Under (20.5),1,Over,1,1.34,17/50
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821373,Total Match 4s Over/Under (2.5),2,Under,1,1.32,8/25
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821374,Total Match 6s Over/Under (2.5),1,Over,1,3.58,129/50
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821375,Innings most 4s,2,Same for both Innings,1,2.24,31/25
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821376,Innings most 6s,2,Same for both Innings,1,1.85,17/20
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821377,Total Match Boundaries,4,6+,1,4.69,369/100
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821378,Run-Out in the Match,1,Yes,1,1.89,89/100
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821379,Total Match Wickets Over/Under (2.5),2,Under,1,1.62,31/50
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821380,1st Innings Runs Over/Under (15.5),1,Over,1,2.52,38/25
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821381,1st Innings 4s Over/Under (0.5),1,Over,1,1.11,11/100
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821382,1st Innings 6s Over/Under (1.5),1,Over,1,4.02,151/50
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821383,1st Innings 1st Wicket,4,Other,1,2.13,113/100
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821384,2nd Innings 1st Wicket,3,Caught,1,4.68,92/25
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821385,1st Innings 1st Ball Outcome,1,No Runs,1,5.63,463/100
2026-06-24,15:08:00,Super Over Rajasthan v Kolkata,KIRON4-2026-06-24-283988-3167,150821386,2nd Innings 1st Ball Outcome,2,Runs,1,1.62,31/50
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821534,Match Result,2,Lucknow wins the match,1,1.21,21/100
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821535,Total Match Runs Over/Under (30.5),1,Over,1,2.28,32/25
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821536,Total Match 4s Over/Under (2.5),2,Under,1,1.34,17/50
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821537,Total Match 6s Over/Under (2.5),1,Over,1,3.28,57/25
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821538,Innings most 4s,2,Same for both Innings,1,2.47,147/100
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821539,Innings most 6s,1,1st Innings,1,2.21,121/100
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821540,Total Match Boundaries,4,6+,1,4.29,329/100
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821541,Run-Out in the Match,2,No,1,1.71,71/100
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821542,Total Match Wickets Over/Under (2.5),1,Over,1,1.8,4/5
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821543,1st Innings Runs Over/Under (10.5),1,Over,1,1.26,13/50
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821544,1st Innings 4s Over/Under (0.5),1,Over,1,1.17,17/100
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821545,1st Innings 6s Over/Under (1.5),1,Over,1,3.05,41/20
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821546,1st Innings 1st Wicket,3,Caught,1,4.14,157/50
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821547,2nd Innings 1st Wicket,3,Caught,1,3.8,14/5
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821548,1st Innings 1st Ball Outcome,2,Runs,1,1.43,43/100
2026-06-24,15:12:00,Super Over Hyderabad v Lucknow,KIRON4-2026-06-24-283989-3168,150821549,2nd Innings 1st Ball Outcome,2,Runs,1,1.6,3/5
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821682,Match Result,1,Chennai wins the match,1,1.57,57/100
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821683,Total Match Runs Over/Under (30.5),1,Over,1,2.37,137/100
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821684,Total Match 4s Over/Under (2.5),1,Over,1,2.51,151/100
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821685,Total Match 6s Over/Under (2.5),1,Over,1,3.37,237/100
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821686,Innings most 4s,2,Same for both Innings,1,2.28,32/25
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821687,Innings most 6s,1,1st Innings,1,2.76,44/25
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821688,Total Match Boundaries,4,6+,1,4.14,157/50
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821689,Run-Out in the Match,2,No,1,1.68,17/25
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821690,Total Match Wickets Over/Under (2.5),2,Under,1,1.59,59/100
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821691,1st Innings Runs Over/Under (10.5),1,Over,1,1.34,17/50
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821692,1st Innings 4s Over/Under (0.5),1,Over,1,1.13,13/100
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821693,1st Innings 6s Over/Under (1.5),1,Over,1,3.63,263/100
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821694,1st Innings 1st Wicket,1,None,1,5.91,491/100
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821695,2nd Innings 1st Wicket,1,None,1,5.58,229/50
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821696,1st Innings 1st Ball Outcome,2,Runs,1,1.48,12/25
2026-06-24,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-24-283990-3169,150821697,2nd Innings 1st Ball Outcome,2,Runs,1,1.53,53/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821831,Match Result,1,Mumbai wins the match,1,1.29,29/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821832,Total Match Runs Over/Under (30.5),1,Over,1,2.15,23/20
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821833,Total Match 4s Over/Under (2.5),2,Under,1,1.37,37/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821834,Total Match 6s Over/Under (2.5),1,Over,1,3.04,51/25
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821835,Innings most 4s,1,1st Innings,1,2.73,173/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821836,Innings most 6s,1,1st Innings,1,2.39,139/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821837,Total Match Boundaries,4,6+,1,3.82,141/50
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821838,Run-Out in the Match,1,Yes,1,1.83,83/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821839,Total Match Wickets Over/Under (2.5),1,Over,1,1.93,93/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821840,1st Innings Runs Over/Under (10.5),1,Over,1,1.24,6/25
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821841,1st Innings 4s Over/Under (0.5),1,Over,1,1.17,17/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821842,1st Innings 6s Over/Under (1.5),1,Over,1,3.07,207/100
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821843,1st Innings 1st Wicket,3,Caught,1,4.02,151/50
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821844,2nd Innings 1st Wicket,4,Other,1,2.06,53/50
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821845,1st Innings 1st Ball Outcome,2,Runs,1,1.48,12/25
2026-06-24,15:20:00,Super Over Mumbai v Punjab,KIRON4-2026-06-24-283991-3170,150821846,2nd Innings 1st Ball Outcome,3,Wicket,1,5.45,89/20
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822040,Match Result,2,Delhi wins the match,1,1.6,3/5
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822041,Total Match Runs Over/Under (20.5),1,Over,1,1.4,2/5
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822042,Total Match 4s Over/Under (2.5),2,Under,1,1.28,7/25
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822043,Total Match 6s Over/Under (2.5),2,Under,1,1.13,13/100
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822044,Innings most 4s,2,Same for both Innings,1,2.2,6/5
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822045,Innings most 6s,2,Same for both Innings,1,1.86,43/50
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822046,Total Match Boundaries,2,2-3,1,1.7,7/10
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822047,Run-Out in the Match,1,Yes,1,1.8,4/5
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822048,Total Match Wickets Over/Under (2.5),1,Over,1,1.9,9/10
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822049,1st Innings Runs Over/Under (15.5),2,Under,1,1.29,29/100
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822050,1st Innings 4s Over/Under (0.5),1,Over,1,1.14,7/50
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822051,1st Innings 6s Over/Under (1.5),2,Under,1,1.09,9/100
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822052,1st Innings 1st Wicket,2,Bowled,1,4.0,3/1
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822053,2nd Innings 1st Wicket,4,Other,1,2.02,51/50
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822054,1st Innings 1st Ball Outcome,2,Runs,1,1.5,1/2
2026-06-24,15:24:00,Super Over Kolkata v Delhi,KIRON4-2026-06-24-283992-3171,150822055,2nd Innings 1st Ball Outcome,2,Runs,1,1.65,13/20
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822218,Match Result,2,Gujarat wins the match,1,1.86,43/50
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822219,Total Match Runs Over/Under (30.5),2,Under,1,1.36,9/25
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822220,Total Match 4s Over/Under (2.5),2,Under,1,1.33,33/100
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822221,Total Match 6s Over/Under (2.5),2,Under,1,1.18,9/50
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822222,Innings most 4s,3,2nd Innings,1,2.99,199/100
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822223,Innings most 6s,1,1st Innings,1,3.11,211/100
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822224,Total Match Boundaries,2,2-3,1,1.78,39/50
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822225,Run-Out in the Match,2,No,1,1.71,71/100
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822226,Total Match Wickets Over/Under (2.5),1,Over,1,1.98,49/50
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822227,1st Innings Runs Over/Under (15.5),1,Over,1,2.51,151/100
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822228,1st Innings 4s Over/Under (0.5),2,Under,1,4.19,319/100
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822229,1st Innings 6s Over/Under (1.5),1,Over,1,3.96,74/25
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822230,1st Innings 1st Wicket,3,Caught,1,4.23,323/100
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822231,2nd Innings 1st Wicket,4,Other,1,2.06,53/50
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822232,1st Innings 1st Ball Outcome,2,Runs,1,1.51,51/100
2026-06-24,15:28:00,Super Over Lucknow v Gujarat,KIRON4-2026-06-24-283993-3172,150822233,2nd Innings 1st Ball Outcome,1,No Runs,1,4.79,379/100
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822392,Match Result,1,Chennai wins the match,1,1.2,1/5
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822393,Total Match Runs Over/Under (20.5),1,Over,1,1.33,33/100
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822394,Total Match 4s Over/Under (1.5),1,Over,1,1.37,37/100
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822395,Total Match 6s Over/Under (2.5),2,Under,1,1.13,13/100
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822396,Innings most 4s,2,Same for both Innings,1,2.4,7/5
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822397,Innings most 6s,2,Same for both Innings,1,1.89,89/100
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822398,Total Match Boundaries,3,4-5,1,3.21,221/100
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822399,Run-Out in the Match,2,No,1,1.66,33/50
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822400,Total Match Wickets Over/Under (2.5),1,Over,1,2.1,11/10
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822401,1st Innings Runs Over/Under (15.5),2,Under,1,1.25,1/4
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822402,1st Innings 4s Over/Under (1.5),1,Over,1,3.52,63/25
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822403,1st Innings 6s Over/Under (1.5),2,Under,1,1.07,7/100
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822404,1st Innings 1st Wicket,3,Caught,1,3.95,59/20
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822405,2nd Innings 1st Wicket,3,Caught,1,4.51,351/100
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822406,1st Innings 1st Ball Outcome,2,Runs,1,1.55,11/20
2026-06-24,15:32:00,Super Over Chennai v Hyderabad,KIRON4-2026-06-24-283994-3173,150822407,2nd Innings 1st Ball Outcome,2,Runs,1,1.64,16/25
2026-06-24,15:36:00,Super Over Bangalore v Punjab,KIRON4-2026-06-24-283995-3174,150822522,Match Result,1,Bangalore wins the match,1,1.38,19/50
2026-06-24,15:36:00,Super Over Bangalore v Punjab,KIRON4-2026-06-24-283995-3174,150822523,Total Match Runs Over/Under (25.5),1,Over,1,1.5,1/2
2026-06-24,15:36:00,Super Over Bangalore v Punjab,KIRON4-2026-06-24-283995-3174,150822524,Total Match 4s Over/Under (2.5),1,Over,1,2.34,67/50
2026-06-24,15:36:00,Super Over Bangalore v Punjab,KIRON4-2026-06-24-283995-3174,150822525,Total Match 6s Over/Under (2.5),1,Over,1,2.72,43/25
2026-06-24,15:36:00,Super Over Bangalore v Punjab,KIRON4-2026-06-24-283995-3174,150822526,Innings most 4s,1,1st Innings,1,2.63,163/100
2026-06-24,15:36:00,Super Over Bangalore v Punjab,KIRON4-2026-06-24-283995-3174,150822527,Innings most 6s,3,2nd Innings,1,4.2,16/5
2026-06-24,15:36:00,Super Over Bangalore v Punjab,KIRON4-2026-06-24-283995-3174,150822528,Total Match Boundaries,4,6+,1,3.32,58/25
